Business_name	Business_phone_number	Business_homepage_URL	Business_Address	Opening_hours	Takes_Reservations	Delivery	TAKE_OUT	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Android_Pay	Accepts_Bitcoin	Good_For	Parking	Bike_Parking	Good_for_Kids	Good_for_Groups	Attire	Ambience	Noise_Level	Alcohol	Outdoor_Seating	Wi_Fi	Has_TV	Caters	Gender_Neutral_Restrooms	contact_US	emails
That’s It Market	(415) 285-9833	NA	2699 Mission StSan Francisco, CA 94110 b/t 22nd St & 23rd St Mission	Mon --> 11:00 am - 2:00 am ; Tue --> 11:00 am - 2:00 am ; Wed --> NA - NA ; Thu --> 11:00 am - 2:00 am ; Fri --> 11:00 am - 2:00 am ; Sat --> 11:00 am - 2:00 am ; Sun --> 11:00 am - 2:00 am ;	No	No	Yes	Yes	No	NA	NA	NA	Street	Yes	No	No	Casual	Divey	Average	Beer & Wine Only	No	No	Yes	No	NA	NA	NA
The Alembic	(415) 666-0822	alembicbar.com	1725 Haight StSan Francisco, CA 94117 b/t Cole St & Shrader St The Haight	Mon --> 4:00 pm - 12:00 am ; Tue --> 4:00 pm - 12:00 am ; Wed --> NA - NA ; Thu --> 4:00 pm - 2:00 am ; Fri --> 4:00 pm - 2:00 am ; Sat --> 2:00 pm - 2:00 am ; Sun --> 2:00 pm - 12:00 am ;	No	No	No	Yes	No	NA	No	Dinner	Street	No	No	No	Casual	Hipster	Average	Full Bar	No	Free	No	No	Yes	http://alembicsf.com/	NA
The Big 4	(415) 771-1140	big4restaurant.com	1075 California StSan Francisco, CA 94108 b/t Taylor St & Cushman St Nob Hill	Mon --> 6:30 am - 11:00 am5:30 pm - 10:00 pm ; Tue --> 6:30 am - 11:00 am5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 6:30 am - 11:00 am5:30 pm - 10:00 pm ; Fri --> 6:30 am - 11:00 am5:30 pm - 10:00 pm ; Sat --> 6:30 am - 11:00 am5:30 pm - 10:00 pm ; Sun --> 6:30 am - 11:00 am5:30 pm - 10:00 pm ;	Yes	No	No	Yes	No	NA	NA	NA	Valet, Street	Yes	No	Yes	Dressy	Classy	Quiet	Full Bar	No	Free	No	No	NA	http://www.big4restaurant.com/contact/	mgleason@thescarlethotels.com
The Bird	(415) 872-9825	thebirdsf.com	115 New Montgomery StSan Francisco, CA 94105 b/t Minna St & Mission St Financial District, SoMa	Mon --> 7:30 am - 9:00 pm ; Tue --> 7:30 am - 9:00 pm ; Wed --> NA - NA ; Thu --> 7:30 am - 10:00 pm ; Fri --> 7:30 am - 10:00 pm ; Sat --> 9:00 am - 4:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	Lunch	Garage	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	Free	Yes	No	Yes	http://thebirdsf.com/	acob@backofthehouseinc.com, info@thebirdsf.com
The Boy’s Deli	(415) 776-3099	theboysdeli.com	2222 Polk StPolk & Green Produce MarketSan Francisco, CA 94109 b/t Vallejo St & Bonita St Russian Hill	Mon --> 10:00 am - 7:45 pm ; Tue --> 10:00 am - 7:45 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 7:45 pm ; Fri --> 10:00 am - 6:45 pm ; Sat --> 10:00 am - 6:45 pm ; Sun --> 10:00 am - 5:45 pm ;	No	Yes	Yes	Yes	Yes	No	No	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	Full Bar	No	No	Yes	Yes	NA	http://theboysdeli.com/	eat@theboysdeli.com
The Castro Republic	(415) 934-0525	NA	2295 Market StSan Francisco, CA 94114 b/t Sanchez St & 16th St Castro	Mon --> 9:00 am - 10:00 pm ; Tue --> 9:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 9:00 am - 10:00 pm ; Fri --> 9:00 am - 11:00 pm ; Sat --> 9:00 am - 11:00 pm ; Sun --> 9:00 am - 6:00 pm ;	No	No	Yes	Yes	Yes	No	NA	Brunch, Lunch, Dinner	Street	No	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	Free	Yes	Yes	Yes	NA	NA
The Cavalier	(415) 321-6000	thecavaliersf.com	360 Jessie StSan Francisco, CA 94103 b/t 5th St & 4th St Union Square, SoMa	Mon --> 7:00 am - 10:00 pm ; Tue --> 7:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 11:00 pm ; Fri --> 7:00 am - 11:00 pm ; Sat --> 7:00 am - 11:00 pm ; Sun --> 7:00 am - 9:00 pm ;	NA	No	No	Yes	No	No	NA	Dinner	Valet	Yes	No	Yes	Casual	Classy	Average	Full Bar	No	No	No	No	NA	https://thecavaliersf.com/contact/	information@thecavaliersf.com, evyn@evynblock.com
The Chairman	(415) 967-3686	hailthechairman.com	670 Larkin StSan Francisco, CA 94109 b/t Willow St & Ellis St Tenderloin	Mon --> 11:30 am - 9:00 pm ; Tue --> 11:30 am - 9:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 9:00 pm ; Fri --> 11:30 am - 9:00 pm ; Sat --> 11:30 am - 9:00 pm ; Sun --> 11:30 am - 7:00 pm ;	No	No	Yes	Yes	No	No	No	Lunch	Street	No	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	Yes	http://www.hailthechairman.com/	thechairman@mobimunch.com, chairman@thechairmanla.com, catering@thechairmanla.com
The Chairman Truck	(415) 813-8800	thechairmantruck.com	San Francisco, CA 94102 Civic Center, Hayes Valley	Mon --> 11:00 am - 2:00 pm5:00 pm - 9:00 pm ; Tue --> 11:00 am - 2:00 pm5:00 pm - 9:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 2:00 pm5:00 pm - 9:00 pm ; Fri --> 11:00 am - 2:00 pm5:00 pm - 9:00 pm ; Sat --> 11:00 am - 2:00 pm5:00 pm - 9:00 pm ; Sun --> 11:00 am - 2:00 pm5:00 pm - 9:00 pm ;	No	No	Yes	No	Yes	Yes	NA	NA	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	No	Yes	NA	http://www.hailthechairman.com/	thechairman@mobimunch.com, chairman@thechairmanla.com, catering@thechairmanla.com
The Cheese Steak Shop	(415) 346-3712	cheesesteakshop.com	1716 Divisadero StSan Francisco, CA 94115 b/t Bush St & Sutter St Lower Pacific Heights	Mon --> 9:00 am - 8:00 pm ; Tue --> 9:00 am - 8:00 pm ; Wed --> NA - NA ; Thu --> 9:00 am - 8:00 pm ; Fri --> 9:00 am - 8:00 pm ; Sat --> 9:00 am - 8:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	No	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	No	No	Yes	http://cheesesteakshop.com/	info@cheesesteakshop.com
The Clubhouse at the Presidio Golf Course	(415) 561-4661	presidiocafe.com	Located inPresidio Golf Course 300 Finley RdSan Francisco, CA 94129 Presidio	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> NA - NA ; Fri --> NA - NA ; Sat --> NA - NA ; Sun --> NA - NA ;	Yes	No	Yes	Yes	NA	NA	No	NA	Private Lot	Yes	No	Yes	Casual	Classy	Average	Full Bar	Yes	Free	Yes	Yes	NA	http://www.presidiocafe.com/	dr-767x479@2x.jpg, dr-768x480@2x.jpg
The Codmother Fish and Chips	(415) 606-9349	codmother.com	496 Beach StSan Francisco, CA 94133 b/t Jones St & Taylor St Fisherman's Wharf, North Beach/Telegraph Hill	Mon --> 11:30 am - 6:00 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 11:30 am - 6:00 pm ; Fri --> 11:30 am - 6:00 pm ; Sat --> 11:30 am - 7:00 pm ; Sun --> 11:30 am - 7:00 pm ;	No	No	Yes	Yes	No	No	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	Yes	No	No	No	NA	https://www.codmother.com/	NA
The Cookie Cloud Cafe	(415) 735-5055	NA	3859 24th StNoe Valley Ministry Parking LotSan Francisco, CA 94114 b/t Sanchez St & Vicksburg St Castro	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> NA - NA ; Fri --> NA - NA ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	No	NA	NA	NA	NA	Street, Private Lot	Yes	Yes	Yes	Casual	Casual	Quiet	No	No	No	No	Yes	NA	NA	NA
The Crafty Fox Ale House	(415) 416-6602	craftyfoxsf.com	1700 Mission StSan Francisco, CA 94103 b/t 13th St & Otis St Mission	Mon --> 11:30 am - 12:00 am ; Tue --> 11:30 am - 12:00 am ; Wed --> NA - NA ; Thu --> 11:30 am - 12:00 am ; Fri --> 11:30 am - 12:00 am ; Sat --> 1:00 pm - 12:00 am ; Sun --> 1:00 pm - 12:00 am ;	No	No	Yes	Yes	No	No	No	Dinner	Street	Yes	No	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	Free	Yes	Yes	Yes	http://craftyfoxsf.com/	NA
The Dark Horse Inn	(415) 469-5508	darkhorsesf.com	942 Geneva AveSan Francisco, CA 94112 b/t London St & Mission St Crocker-Amazon	Mon --> NA - NA ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 10:00 pm ; Fri --> 5:00 pm - 11:00 pm ; Sat --> 1:00 pm - 10:00 pm ; Sun --> 1:00 pm - 9:00 pm ;	No	No	No	Yes	No	NA	No	Dinner	Street	Yes	No	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	No	Yes	http://darkhorsesf.com/	info@darkhorsesf.com
The Deli Lama	(415) 821-3795	thedelilama.com	150 Toland StSan Francisco, CA 94124 b/t Evans Ave & Napoleon St Bayview-Hunters Point	Mon --> 6:30 am - 2:30 pm ; Tue --> 6:30 am - 2:30 pm ; Wed --> NA - NA ; Thu --> 6:30 am - 2:30 pm ; Fri --> 6:30 am - 2:30 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	No	No	NA	NA	Breakfast, Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	Yes	No	NA	http://thedelilama.com/	benelli@jimmysjewelryandpawn.com
The Dosa Brothers	(415) 343-6242	thedosabrothers.com	598 Market StSan Francisco, CA 94104 b/t Sutter St & 2nd St Financial District	Mon --> 10:00 am - 2:30 pm ; Tue --> 10:00 am - 2:30 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 2:30 pm ; Fri --> 10:00 am - 2:30 pm ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	Yes	No	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	No	No	Yes	NA	http://www.thedosabrothers.com/	wahegurusingh946@gmail.com
The Douglas Room	(415) 673-2332	tildenhotel.com	Located inTilden Hotel 345 Taylor StSan Francisco, CA 94102 b/t Ofarrell St & Ellis St Tenderloin	Mon --> 2:00 pm - 2:00 am ; Tue --> 2:00 pm - 2:00 am ; Wed --> NA - NA ; Thu --> 2:00 pm - 2:00 am ; Fri --> 2:00 pm - 2:00 am ; Sat --> 5:00 pm - 2:00 am ; Sun --> 5:00 pm - 2:00 am ;	No	NA	NA	Yes	No	No	NA	NA	NA	Yes	No	Yes	Casual	NA	Loud	Full Bar	No	NA	No	NA	Yes	https://www.tildenhotel.com/contact	hello@tildenhotel.com, sales@tildenhotel.com, media@tildenhotel.com, pr@tildenhotel.com
The Fine Mousse	(415) 908-1988	thefinemousse.com	1098 Jackson StSan Francisco, CA 94133 b/t Taylor St & Auburn St Nob Hill	Mon --> 5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:00 pm - 11:00 pm ; Fri --> 5:00 pm - 11:00 pm ; Sat --> 5:00 pm - 11:00 pm ; Sun --> 5:00 pm - 9:00 pm ;	Yes	No	Yes	Yes	No	NA	No	Dinner	Street	No	No	Yes	Casual	Intimate	Average	Beer & Wine Only	No	Free	No	No	Yes	http://thefinemousse.com/	info@thefinemousse.com
The Flying Falafel	(415) 964-1003	flyingfalafel.com	1051 Market StSan Francisco, CA 94103 b/t Golden Gate Ave & Taylor St SoMa	Mon --> 10:00 am - 8:30 pm ; Tue --> 10:00 am - 8:30 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 8:30 pm ; Fri --> 10:00 am - 8:30 pm ; Sat --> 10:00 am - 8:30 pm ; Sun --> 10:00 am - 8:30 pm ;	No	Yes	Yes	Yes	No	No	No	Lunch	Street	Yes	Yes	No	Casual	Casual	Average	No	No	Free	No	Yes	NA	https://www.flyingfalafel.com/	NA
The Fly Trap	(415) 243-0580	flytrapsf.com	606 Folsom StSan Francisco, CA 94107 b/t Hawthorne St & 2nd St Financial District, SoMa	Mon --> 3:00 pm - 10:00 pm ; Tue --> 3:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 3:00 pm - 10:00 pm ; Fri --> 3:00 pm - 11:00 pm ; Sat --> 5:00 pm - 10:00 pm ; Sun --> NA - NA ;	Yes	No	Yes	Yes	No	NA	NA	NA	Street, Validated	Yes	No	Yes	Casual	NA	Average	Full Bar	Yes	Free	Yes	Yes	NA	http://flytrapsf.com/contact-2/	info@flytrapsf.com, eva@sf-local.com, grayson@sf-local.com
The Front Porch	(415) 695-7800	thefrontporchsf.com	65A 29th StSan Francisco, CA 94110 b/t Tiffany Ave & San Jose Ave Bernal Heights, Mission	Mon --> 5:30 pm - 10:00 pm ; Tue --> 5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 10:00 pm ; Fri --> 5:30 pm - 11:00 pm ; Sat --> 10:00 am - 2:30 pm5:30 pm - 11:00 pm ; Sun --> 10:00 am - 2:30 pm5:30 pm - 10:00 pm ;	Yes	Yes	Yes	Yes	No	No	NA	Dinner	Street	Yes	No	Yes	Casual	Hipster	Average	Full Bar	Yes	Free	Yes	Yes	Yes	http://thefrontporchsf.com/	NA
The House	(415) 986-8612	thehse.com	1230 Grant AveSan Francisco, CA 94133 at Broadway St North Beach/Telegraph Hill	Mon --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Tue --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:30 pm5:30 pm - 10:00 pm ; Fri --> 11:30 am - 2:30 pm5:30 pm - 11:00 pm ; Sat --> 11:30 am - 2:30 pm5:00 pm - 11:00 pm ; Sun --> 5:00 pm - 10:00 pm ;	Yes	No	Yes	Yes	No	No	NA	Dinner	Street	Yes	No	No	Casual	NA	Average	Beer & Wine Only	No	No	No	No	Yes	NA	NA
The Ice Cream Bar	(415) 742-4932	theicecreambarsf.com	815 Cole StSan Francisco, CA 94117 b/t Frederick St & Carl St Cole Valley	Mon --> 12:00 pm - 10:00 pm ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> 12:00 pm - 10:00 pm ; Fri --> 12:00 pm - 11:00 pm ; Sat --> 12:00 pm - 11:00 pm ; Sun --> 12:00 pm - 10:00 pm ;	NA	NA	Yes	Yes	No	No	NA	NA	Street	Yes	NA	NA	NA	NA	NA	NA	NA	No	NA	No	Yes	http://theicecreambarsf.com/	NA
The Italian Homemade Company	(415) 655-9325	NA	1919 Union StSan Francisco, CA 94123 b/t Laguna St & Charlton Ct Marina/Cow Hollow	Mon --> 11:00 am - 9:30 pm ; Tue --> 11:00 am - 9:30 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 9:30 pm ; Fri --> 11:00 am - 10:00 pm ; Sat --> 11:00 am - 10:00 pm ; Sun --> 11:00 am - 9:30 pm ;	No	No	Yes	Yes	Yes	NA	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	Free	No	Yes	Yes	NA	NA
The Kabob Job	(415) 967-7544	thekabobjob.com	428 11th StSan Francisco, CA 94103 b/t United States Highway 101 & Harrison St SoMa	Mon --> NA - NA ; Tue --> NA - NA ; Wed --> NA - NA ; Thu --> NA - NA ; Fri --> NA - NA ; Sat --> NA - NA ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	NA	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	No	Yes	NA	http://www.thekabobjob.com/	info@thekabobjob.com
The Little Chihuahua	(415) 255-8225	thelittlechihuahua.com	292 Divisadero StSan Francisco, CA 94117 b/t Haight St & Page St Lower Haight	Mon --> 11:00 am - 11:00 pm ; Tue --> 11:00 am - 11:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 11:00 pm ; Fri --> 11:00 am - 11:00 pm ; Sat --> 10:00 am - 11:00 pm ; Sun --> 10:00 am - 11:00 pm ;	No	No	Yes	Yes	Yes	NA	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	No	No	No	Yes	http://www.thelittlechihuahua.com/contact	NA
The Lodge on Haight	(415) 872-9502	thelodgesf.com	400 Haight StSan Francisco, CA 94117 b/t Webster St & Fillmore St Hayes Valley, Lower Haight	Mon --> 5:00 pm - 10:00 pm ; Tue --> 5:00 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 10:00 pm ; Fri --> 11:30 am - 10:00 pm ; Sat --> 11:30 am - 10:00 pm ; Sun --> 10:30 am - 9:00 pm ;	No	No	Yes	Yes	Yes	Yes	No	Brunch, Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	No	Free	Yes	Yes	NA	http://www.thelodgesf.com/	yum@thelodgesf.com
The Mill	(415) 345-1953	themillsf.com	736 Divisadero StSan Francisco, CA 94117 b/t Grove St & Fulton St Alamo Square	Mon --> 7:00 am - 9:00 pm ; Tue --> 7:00 am - 9:00 pm ; Wed --> NA - NA ; Thu --> 7:00 am - 9:00 pm ; Fri --> 7:00 am - 9:00 pm ; Sat --> 7:00 am - 9:00 pm ; Sun --> 7:00 am - 9:00 pm ;	No	No	Yes	Yes	Yes	Yes	NA	Breakfast	Street	Yes	Yes	Yes	Casual	Hipster, Trendy	Average	No	Yes	No	No	No	Yes	http://www.themillsf.com/	NA
The Monk’s Kettle	(415) 865-9523	monkskettle.com	3141 16th StSan Francisco, CA 94103 b/t Albion St & Valencia St Mission	Mon --> 12:00 pm - 12:00 am ; Tue --> 12:00 pm - 12:00 am ; Wed --> NA - NA ; Thu --> 12:00 pm - 12:00 am ; Fri --> 12:00 pm - 2:00 am ; Sat --> 12:00 pm - 2:00 am ; Sun --> 12:00 pm - 12:00 am ;	No	No	Yes	Yes	No	NA	No	Dinner	Street	Yes	No	No	Casual	Hipster	Loud	Beer & Wine Only	Yes	No	Yes	No	Yes	http://monkskettle.com/	NA
The Morris	(415) 612-8480	themorris-sf.com	2501 Mariposa StSan Francisco, CA 94110 b/t York St & Hampshire St Mission	Mon --> 11:30 am - 2:00 pm5:00 pm - 10:00 pm ; Tue --> 11:30 am - 2:00 pm5:00 pm - 10:30 pm ; Wed --> NA - NA ; Thu --> 11:30 am - 2:00 pm5:00 pm - 10:00 pm ; Fri --> 11:30 am - 2:00 pm5:00 pm - 10:30 pm ; Sat --> 5:00 pm - 10:30 pm ; Sun --> NA - NA ;	Yes	No	No	Yes	NA	NA	NA	Dinner	Street	Yes	No	Yes	Casual	Trendy	Average	Full Bar	No	No	No	No	Yes	http://themorris-sf.com/	info@themorris-sf.com
The Napper Tandy	(415) 550-7510	NA	3200 24th StSan Francisco, CA 94110 b/t Van Ness Ave & Cypress St Mission	Mon --> 10:00 am - 2:00 am ; Tue --> 3:00 pm - 2:00 am ; Wed --> NA - NA ; Thu --> 3:00 pm - 2:00 am ; Fri --> 11:30 am - 2:00 am ; Sat --> 9:00 am - 2:00 am ; Sun --> 9:00 am - 2:00 am ;	Yes	No	Yes	Yes	No	NA	NA	NA	Street	Yes	No	Yes	Casual	Casual	Average	Full Bar	Yes	Free	Yes	No	Yes	NA	NA
The Phoenix	(415) 695-1811	phoenixirishbar.com	811 Valencia StSan Francisco, CA 94110 b/t 19th St & Cunningham Pl Mission	Mon --> 11:00 am - 2:00 am ; Tue --> 11:00 am - 2:00 am ; Wed --> NA - NA ; Thu --> 11:00 am - 2:00 am ; Fri --> 11:00 am - 2:00 am ; Sat --> 10:00 am - 2:00 am ; Sun --> 10:00 am - 2:00 am ;	No	No	Yes	Yes	No	NA	No	NA	Street	Yes	No	Yes	Casual	Casual	Average	Full Bar	No	Free	Yes	No	NA	http://www.phoenixirishbar.com/contact-p_8.html	info@phoenixirishbar.com, marissa@phoenixirishbar.com
The Pig &amp; Whistle	(415) 885-4779	pig-and-whistle.com	2801 Geary BlvdSan Francisco, CA 94118 b/t Collins St & Wood St Laurel Heights, Inner Richmond	Mon --> 11:30 am - 2:00 am ; Tue --> 11:30 am - 2:00 am ; Wed --> NA - NA ; Thu --> 11:30 am - 2:00 am ; Fri --> 11:30 am - 2:00 am ; Sat --> 11:30 am - 2:00 am ; Sun --> 11:30 am - 2:00 am ;	No	No	Yes	Yes	No	NA	NA	NA	Street	Yes	No	Yes	Casual	Casual	Loud	Full Bar	No	No	Yes	No	Yes	http://pig-and-whistle.com/	NA
The Pizza Shop	(415) 824-1840	NA	3104 24th StSan Francisco, CA 94110 b/t Folsom St & Shotwell St Mission	Mon --> 11:00 am - 10:00 pm ; Tue --> 11:00 am - 10:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 10:00 pm ; Fri --> 11:00 am - 10:00 pm ; Sat --> 11:00 am - 10:00 pm ; Sun --> 11:00 am - 10:00 pm ;	No	No	Yes	No	No	No	NA	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	No	No	No	Yes	NA	NA
The Pork Exchange	(415) 932-6931	NA	807 Ellis StSan Francisco, CA 94109 b/t Polk St & United States Highway 101 Tenderloin	Mon --> 11:00 am - 3:00 pm ; Tue --> 11:00 am - 8:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 8:00 pm ; Fri --> 11:00 am - 8:00 pm ; Sat --> 11:00 am - 8:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	No	No	Lunch, Dinner	Street	No	Yes	Yes	Casual	Hipster, Casual, Trendy	Quiet	Beer & Wine Only	No	No	No	Yes	NA	NA	NA
The Progress	(415) 673-1294	theprogress-sf.com	1525 Fillmore StSan Francisco, CA 94115 b/t Ofarrell St & Geary Blvd Western Addition	Mon --> 5:30 pm - 10:00 pm ; Tue --> 5:30 pm - 10:00 pm ; Wed --> NA - NA ; Thu --> 5:30 pm - 10:00 pm ; Fri --> 5:30 pm - 11:00 pm ; Sat --> 5:30 pm - 11:00 pm ; Sun --> 5:30 pm - 10:00 pm ;	Yes	No	No	Yes	No	No	NA	Dinner	Street	Yes	No	Yes	Casual	NA	Average	Full Bar	No	No	No	No	Yes	http://theprogress-sf.com/	NA
The Revolution Cafe	(415) 642-0474	revolutioncafesf.com	3248 22nd StSan Francisco, CA 94110 b/t Mission St & Bartlett St Mission	Mon --> 9:00 am - 12:00 am ; Tue --> 9:00 am - 12:00 am ; Wed --> NA - NA ; Thu --> 9:00 am - 12:00 am ; Fri --> 9:00 am - 2:00 am ; Sat --> 9:00 am - 2:00 am ; Sun --> 9:00 am - 12:00 am ;	No	No	Yes	No	No	No	NA	Late Night	Street	Yes	No	Yes	Casual	Casual	Loud	Beer & Wine Only	Yes	Free	No	No	NA	http://www.revolutioncafesf.com/contact/	andre@alamosquareseafoodgrill.com
The Richfield	NA	NA	195 5th AveSan Francisco, CA 94118 b/t California St & Lake St Inner Richmond	Mon --> NA - NA ; Tue --> 7:30 am - 3:00 pm ; Wed --> NA - NA ; Thu --> 7:30 am - 3:00 pm ; Fri --> 7:30 am - 3:00 pm ; Sat --> 8:00 am - 4:00 pm ; Sun --> 8:00 am - 4:00 pm ;	No	No	Yes	Yes	Yes	Yes	NA	Breakfast	Street	Yes	Yes	No	Casual	Casual	Average	No	Yes	Free	No	No	NA	NA	NA
The Richmond	(415) 379-8988	NA	615 Balboa StSan Francisco, CA 94118 b/t 7th Ave & 8th Ave Inner Richmond	Mon --> NA - NA ; Tue --> 6:00 pm - 9:00 pm ; Wed --> NA - NA ; Thu --> 6:00 pm - 9:00 pm ; Fri --> 6:00 pm - 9:00 pm ; Sat --> 6:00 pm - 9:00 pm ; Sun --> NA - NA ;	Yes	No	No	Yes	No	NA	NA	Dinner	Street	No	No	Yes	Casual	Intimate	Quiet	Beer & Wine Only	No	No	No	No	Yes	NA	NA
The Salad Place	(415) 333-4030	thesaladplace.weebly.com	400 London StSan Francisco, CA 94112 b/t Persia Ave & Russia Ave Excelsior	Mon --> 6:30 am - 4:00 pm ; Tue --> 6:30 am - 4:00 pm ; Wed --> NA - NA ; Thu --> 6:30 am - 4:00 pm ; Fri --> 6:30 am - 4:00 pm ; Sat --> 8:00 am - 4:00 pm ; Sun --> NA - NA ;	Yes	No	Yes	Yes	No	NA	NA	Lunch	Street	Yes	Yes	Yes	Casual	Casual	Average	No	No	Free	No	Yes	Yes	https://thesaladplace.weebly.com/contact-us.html	NA
The Sandwich Place	(415) 431-3811	the-sandwich-place.cafe-inspe…	NA	Mon --> 6:30 am - 5:00 pm ; Tue --> 6:30 am - 5:00 pm ; Wed --> NA - NA ; Thu --> 6:30 am - 5:00 pm ; Fri --> 6:30 am - 5:00 pm ; Sat --> 6:30 am - 2:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	No	NA	NA	NA	Street	Yes	Yes	No	Casual	Casual	Average	No	Yes	No	No	Yes	NA	NA	NA
The Sandwich Shop	(415) 934-0756	thesandwichshop.info	2071 3rd StSan Francisco, CA 94107 b/t Mariposa St & 18th St Dogpatch, Potrero Hill	Mon --> 8:00 am - 5:00 pm ; Tue --> 8:00 am - 5:00 pm ; Wed --> NA - NA ; Thu --> 8:00 am - 5:00 pm ; Fri --> 8:00 am - 5:00 pm ; Sat --> 9:00 am - 3:00 pm ; Sun --> NA - NA ;	No	No	Yes	Yes	Yes	Yes	No	Breakfast, Lunch	Street	No	Yes	Yes	Casual	Casual	Average	No	No	No	No	Yes	Yes	http://thesandwichshop.info/	NA
The Sandwich Spot	(415) 829-2587	thesandwichspotsanfrancisco.c…	3213 Pierce StSan Francisco, CA 94123 b/t Chestnut St & Lombard St Marina/Cow Hollow	Mon --> 10:00 am - 5:00 pm ; Tue --> 10:00 am - 5:00 pm ; Wed --> NA - NA ; Thu --> 10:00 am - 5:00 pm ; Fri --> 10:00 am - 6:00 pm ; Sat --> 10:00 am - 6:00 pm ; Sun --> 10:00 am - 6:00 pm ;	No	No	Yes	Yes	Yes	Yes	No	Lunch	Garage, Street	Yes	Yes	Yes	Casual	Casual	Average	Beer & Wine Only	Yes	Free	Yes	Yes	Yes	NA	NA
The Sarap Shop	(415) 935-4785	thesarapshop.com	Serving San Francisco and surrounding area 428 11th StSan Francisco, CA 94103 b/t United States Highway 101 & Harrison St SoMa	Mon --> NA - NA ; Tue --> 11:00 am - 3:00 pm5:00 pm - 8:00 pm ; Wed --> NA - NA ; Thu --> 11:00 am - 3:00 pm5:00 pm - 8:00 pm ; Fri --> 11:00 am - 3:00 pm5:00 pm - 8:00 pm ; Sat --> 11:00 am - 8:00 pm ; Sun --> 11:00 am - 3:00 pm ;	No	Yes	Yes	Yes	Yes	Yes	No	Lunch, Dinner	Street	Yes	Yes	Yes	Casual	Casual	Loud	No	Yes	Free	Yes	Yes	NA	http://thesarapshop.com/	hello@thesarapshop.com
